id,spharm1,spharm2,spharm3,spharm4,spharm5,spharm6,spharm7,spharm8,
60,8024257.246343353,389318.15216909716,-3587.788290105783,48650.298350686106,1.3128442074469362E8,-1524.9888161528447,38300.695277603605,-162449.25895131327,
61,-7.467411181639081E7,0.0,71187.6376328587,-1014043.8263990066,8.753053514130229E7,42786.88114430036,-359458.02357987245,652926.0009702045,
62,-2.989381457098504E8,-828.1260681137593,7682.4139777512055,62514.01675914853,-1.3020714998908947E8,1519.7388298579028,305.9017082488334,-127052.45331982567,
63,3.2966333419518996E7,-551.7466274270259,753.4076033346716,-1091989.0415953025,6.455921974587042E8,-3649.6808720161134,21823.975977364556,-206878.66185419253,
64,-6585580.255923519,-1596.5248701805629,-11844.002154026015,-6250.882122379872,1.0184720523906266E7,-3237.96633560426,-2296.259903486241,8989.021121817312,
65,-5.5173371368303716E7,-9001934.469492298,-12494.786275491715,-84589.75704305567,-1.0276920586298864E9,-149072.42444314834,6609.702721779495,-172132.3731850582,
66,-206527.1096954604,-2919990.7766877855,1.0210994672622127E7,189044.54997268558,2.008506219398286E7,-8.462877739794207E7,2006844.6696348074,124443.3938373028,
67,1.6898108464483485E7,18500.823857601936,-7645.032846126734,-507976.21794460306,2.866855057485144E8,-1.9756710250622466E7,-940444.7008811544,-502495.7910765958,
68,2.3431133220948588E7,-5888.9721637724,7213.341303749323,8916.273083138098,-3.9464567427828E7,203.1797712232741,-1385.7623959508066,-3556.1397933976637,
69,-5.772886886533852E8,0.0,-1.1835341107706325E7,-5065355.124829191,-1.287316144832744E9,-2.3970523436586222E8,6.1368079018748224E7,1.5934840098137653E8,
70,7413975.29675318,11507.16725569353,32260.299189288013,-11034.748225594072,1369265.3241983745,3719.813718042638,20222.989404223903,31326.178217693872,
71,1.3990142891805343E7,2551915.973647961,39150.921604915755,-356707.9046388702,2.3850888819294788E7,-271354.639913558,-65658.8511670416,1.0380269000519415E7,
72,-2756150.907205846,-4611.642279463021,-4497.009038202985,34891.83320763551,-1.2777115079371324E8,-1318.7411120877096,7667.030119591073,121345.62136462035,
73,2394538.967405319,1661.8809798099524,1093.6014887295323,94791.53403733282,5526539.703890683,1788.3943181681348,177.15823909048888,-41237.13859597603,
74,-7.364383229210639E7,3000522.919220038,7.506432012201157E7,-2.9257972018888694E8,4.255355053384837E8,-1.3981322833574595E7,-1.646550083837854E7,4.770829194724223E7,
75,-468507.72368947614,91368.166736055,-4340584.81009515,-4.779369226295257E8,1.0676706201708704E7,317555.3043473406,-2.578042747720777E8,-9.172942452494259E8,
76,1.5119418896812472E8,591.0593135271329,63548.347893356055,-409908.24682841776,3.9178347340741974E8,-2839.538495529039,121915.31102707083,4248863.489124641,
77,3043582.1965464577,720679.6627702769,-68040.77147451656,114361.53009900784,2.669284027568582E7,3207.7169999611015,-4524.078996884517,258448.6876406639,
78,-2281071.5035490724,260.1316709429872,21348.22954288161,-198026.82242748555,-6.873104038948686E8,-2938439.3781413483,6643.775438291291,-377729.00126505847,
79,56651.35722609717,8111.177687303162,59419.864439853445,1009061.4062531403,-2295856.3996331138,2288.9185144372345,-43625.736433418206,1.528646073730215E7,
80,-6.160600583073114E7,-568.2320531287161,-89371.23440121571,2635412.549498893,2.743789204201668E8,-196357.75660400372,-26989.69542189967,-8879.565604578313,
81,19914.640122113255,1030.9325611717127,-106345.08128662036,-154477.60820660397,3154854.997261624,-1439.3227839480192,67718.79091124267,220912.06425592786,
82,-9430362.029343061,-7722.855430763268,138684.45004896945,9366.414634513614,1.9901528455358678E8,3256.086792904204,202487.05330044622,1450514.086609071,
83,-3.369812967924762E8,479.8926327786163,1625.5918823539726,43872.06574206699,-4.698390146920569E8,-4510.9718007061465,18708.94703125229,-125310.36702832188,
84,-3.3195431064277476E8,1.740077295141302E7,135124.9180853462,-1.398278066540925E7,3.962838172602464E9,1.411797412540433E7,-1.4300304613423362E7,7.198673164659964E7,
85,-7.102839186351258E8,223.09772292233362,459837.48099347536,-150010.48544903472,-6.065231908643638E8,2.0109986615056418E7,1.1132671664413719E7,374989.4228055264,
86,-9115706.855988521,-38582.93462958923,-17910.050206757736,-98813.7792523197,1.598698656039156E7,-46526.50262078884,-4837.424036440042,95394.89304066029,
87,-4746583.877783552,4408620.86611197,-56440.770013958405,-464073.5653645664,-1.0855776414838428E9,-2734394.468652573,10331.063091239394,-466024.6700808011,
88,1.0442244691585393E9,8606.430722657613,5327600.474149305,2580432.3633315694,4.059285423290892E8,2.3859260178520426E8,240642.36097424422,8.907011341337846E7,
89,-2.257601202137229E8,-2.0810796905281637E7,498.94074081476987,-991058.4936341468,-4.544085792806025E8,6.074737905964506E7,-134135.98646892633,3.7075381887480915E7,
90,-4744085.6713838875,-90143.49675172256,-18311.53952914838,-163859.32970396162,-3.7368564114331174E8,-8925357.549113441,-199952.2170692988,-462025.6684168507,
91,18892.601901239595,7490.939939265547,-151227.60051826332,-19836.65275184083,-336486.2583406399,-5906.096396367607,-56294.39119242872,83913.86699632391,
92,-4.01281582629553E7,-1.1734591457462646E7,1848793.6090984899,-6.776686333791818E7,-2.9204254033804593E9,7.577988481951192E7,2.707573578806439E8,5.48014617728991E8,
93,2.1421030861556375E8,3.694532294212328E7,574388.5126047279,309671.23429255444,2.077777745496051E9,894910.0539256614,12520.46086918017,1.1322609647362277E7,
94,-338100.64527803013,2969.6835929506537,20.32470925641809,-13626.55444552992,100218.89669541988,-2539.9283439858705,45728.40474009703,-17277.285440474432,
95,1.4088971290364927E8,2.4542299891171393E8,1396518.578711668,435125.7144439642,-1.8630899630672362E8,494099.9932804521,2794836.0148426574,55309.32513631621,
96,-1.6005029485198297E7,-459067.7183436632,32100.60243152562,-545413.8431336525,1.372310120221637E9,-1159806.095769709,17825.947067054694,-113911.52102833732,
97,2.736846616429279E7,4688.512825654565,141710.37032460034,-83517.5393786698,1.254451638014798E9,-21562.04209909154,14027.794956168482,1161849.728755668,
98,3.4936732056427196E7,408698.1704672515,197654.5695383748,-289979.72299478255,-1.8433357763394418E9,-4.32841014473781E7,2260300.780814635,-2496277.8871377953,
99,-2.1587890504822947E7,-1268.528545242961,57479.792826223784,39127.41271536836,-9431890.553877775,-207165.95263081483,599.759723727554,-84388.05916914427,
100,-2.118467650006721E8,3030257.1940519307,-1.242702386223673E7,-1.6298347091170248E8,1.8215235015477768E8,1.7291849215128615E7,6343106.162343891,-1.6723286412941095E8,
101,3.3636232296728E7,3875.3046453556963,-4298.585344790188,1203.94801080044,1.386059453589789E8,1313.457670528343,-1458.7009315184337,2901.27633745398,
102,-961332.8130004894,1201938.0552942532,-8268.272625276992,-380325.27013825893,1.167387101949857E8,5208.737216613921,69268.24292192739,117137.50198502,
103,45394.91720370219,3890.6576421813097,-98972.91475887498,299831.4095509134,954958.1121725274,-2068.542279838336,97334.23595944361,-14957.558386687868,
104,3948929.349920257,62495.67560029263,9905864.72737245,3.4018760967365503E8,3.116771308882821E7,4039.1055746395255,-1.5557167663848512E7,-3.0531801379972917E8,
105,-1.7894236020095818E7,148132.24052406283,11633.122901310866,-434207.7815434938,-5.599559353880206E7,-43677.82084961726,205.03585475263708,-1450.3791381203685,
106,8.588648686969408E7,-1339775.6849482441,-38741.47900204512,-245806.1058329165,4.307087165464945E7,925.4334027927307,75542.54182001139,414068.7439641177,
107,-6.953895888234214E7,1972200.6525690842,-293.4155209600941,-60390.301944407096,5.0286384515314266E7,48908.918998742425,1333.5651215959742,147509.3570822806,
108,-1.5452305320483169E7,-5682.009756311978,26032.587528682565,-2.5661701813224792E7,-1.0221470206532153E8,-6.501204040916133E8,10605.864150974683,1411749.9260730746,
109,-2079752.4483854224,16934.79490642223,6953.584488937743,2246.5210950412634,5.3105881920547046E7,-2003.9570014692044,3231.908040286744,-111512.02332077877,
110,-1.3157306969259055E8,36803.27643311559,-102060.55663699121,-702664.2315737711,4372233.591900885,-98172.99794317938,-9929.211371052506,-538219.8728416368,
111,-8.822256789462005E8,2.7243756368371677E7,2945730.9286614056,7.35274320894362E7,-5.178956417451191E9,1.8706938195411339E9,1.4714693704787817E7,1.1066807813223386E9,
112,-2.7294023314378615E7,5691475.773111122,-5646.879988932384,-10000.082223543286,-8.790111657988691E8,239764.34741227137,725.0946964833402,-137011.1557521169,
113,4.538329630997768E7,-7615.679150209011,-32246.74036238686,725126.5429277712,-5.5856846153154925E7,43112.67631234679,-33989.950957025685,3175080.248727867,
114,4.2611938427960706E8,3.797804560369735E7,-377368.66822596,1487281.6209173347,4.462022327409109E7,1.700286234634611E7,-2018622.0345111536,3477660.8188289055,
115,-2.0743039899390525E8,-1.0680644160949402E8,6669.701168874304,-665571.0401489187,5.142713181300465E7,-23938.440576491914,-2116.348465650872,-158003.6613325607,
116,1.100045832796774E7,37319.19582731543,1.6559907878571885E7,-1.6362008404095137E7,1.5381005882253312E7,-27104.386478619916,5.195350863426793E7,-8.364436033311886E8,
117,1.0140413846056265E8,1129816.1982190886,52510.209479753954,-170919.6591022023,7.706581810568534E7,-926232.5604534991,-9580.555235026803,1540580.188245538,
118,-9195715.469034795,154.0182472099293,-3815.5599257699487,13011.684820738214,7785325.4968149355,-2038.2446351380672,16388.848578272897,-108985.73440388599,
119,9.874382195645544E7,6.577714000925785E7,117359.30077533485,-1308836.5943653965,-2.9872938639876264E8,447.20908039361433,25827.709125512178,48298.75070532353,
120,3.727982516787732E7,117.26608813645566,-51545.75850522094,-4893.933111664689,-2.3243245673532724E7,-1443.9149207295286,-16707.35281522838,112045.54945068146,
121,2.567559247747481E7,-155.44768869675113,30278.666164385613,87705.06703066906,1.0064695997347166E8,-1619.8419513089814,-12036.373026385607,351775.7964782991,
122,-1.8263848393262163E7,-734221.8621973504,324671.7024931811,6.8885881582641E7,2.8480472466707706E8,2.9841278343464166E8,858689.092260743,7.263210685865054E8,
123,2.796113227916222E8,587.2622775293071,-1.4033160837491462E9,-8.817551025415835E8,-5.0294220592704326E7,-1.374733886109662E8,8.88058762542565E8,2.193599446171366E9,
124,8.685333802676396E7,3357899.7431384213,-1791.891070723963,1099472.0194951692,3.100264186824864E8,4165652.987501563,1041890.5429325788,-316950.1897632943,
125,3.5647622379822895E7,-3.8695683771836424E8,-184456.32773053212,1969884.203901368,405936.1331353725,2.6586247721221376E7,-856971.6896415604,-2857421.619586847,
126,6332473.219364297,-322.39772435771084,22128.76588312057,-27124.14743401742,-3.625897212493815E7,-7494883.148747757,-169761.486290558,-36356.34436198495,
127,346850.0804937781,847.5043631941915,-111861.98386626305,366987.12786323467,1301965.318635078,-8407.725559785327,231935.9983355606,137887.00846458433,
128,9.926717020761248E7,-796.0328101243934,182881.1731743761,-797805.5733131751,-1.9119668339608762E8,1.2431952499090202E7,-284082.4548654116,1538624.3404550613,
129,2.236367853982432E8,-6907.4651917463625,-877818.0071584577,-6111245.250490388,-2.91947338991516E8,-1.2563690703708744E7,3498883.8431026833,2.5862086162359893E7,
130,-7.609097356847527E8,2446.60713800351,27313.030395089674,1250306.5354660188,8.609742136531723E8,45274.726154804186,29895.73664519287,-694206.6891172563,
131,-8.764638327056997E7,-41314.61992329618,-5291.278274149479,594281.8951211432,-1.6277901040779153E8,-8592.143384029281,20057.137569514212,-28769.14971437762,
132,-4503772.45082483,-10304.265373708207,9112.289070157407,-14281.255784568522,1.0331056051837842E8,31926.55381113902,46014.501835104384,471220.4026154136,
133,1.274616954986488E7,-436.0241954757121,2094.0202494086166,-14405.392760392277,5.944696892846871E7,-14060.654040835012,10169.267392126329,440991.80171136034,
134,7.322971006098042E7,-1103981.6698813867,-13336.26685443615,-3107118.4938072087,-1.1545150467692504E7,162128.2436978325,65277.35983782203,1.81719956994226E7,
135,-41502.46079258345,-51806.400770562956,-454174.5057838722,38747.72156939568,576642.7727501597,-18196.442623639803,45202.619007040164,176558.33871792175,
136,-41502.46079258345,-51806.400770562956,-454174.5057838722,38747.72156939568,576642.7727501597,-18196.442623639803,45202.619007040164,176558.33871792175,
137,326671.9946763864,57868.30838041488,3909.384609454552,254873.96043728493,2603463.154220663,-6313.399441988069,46733.12149410658,120965.49962733616,
138,3.9639278400638354E8,-1.4355992354185918E7,7313665.154346974,-9355991.752014745,-5.653791017832029E7,2.0368966765494645E8,1914807.7958206667,-272348.10808066226,
139,-2.272769579252401E8,-2766.6326652060798,-522.348784891241,7757.011592581397,6.473216748726008E8,122.62426180479027,4353.27235582318,108018.26068426413,
140,3.002783942165601E8,-196.39692806585995,9185.197722031495,445632.00356366986,1.3172700287479821E8,-2.0692182243588838E8,-66718.57943661933,9132981.452051735,
141,145991.08277917714,-38275.03607533179,214545.69121427464,202298.43652013582,-3536006.8235830404,-26620.82902976223,10433.810583328532,118059.95226321688,
142,-7.306869486781362E8,668.6605596801971,-56049.87453042931,-135667.0932804094,1.6545280787729986E9,1982440.1161885334,950037.470374929,8153328.473834677,
143,-69111.60322491816,221670.27203160958,-25995.660157776743,-114609.85651211649,-432040.9350865318,62.56117583248852,-1006.9984335929155,122722.39929052969,
144,17559.98476875566,2915.0069130146667,-286687.6212911606,1963.684554402118,157107.57290521648,-3500.097690633422,-498187.2120979715,-4639.558263508837,
145,2.1351121635940254E7,4193.405321494003,14438.239713090923,4446.871960591205,4.050357427774689E7,-17066.15267036265,48914.06683066321,605630.2468074303,
146,1.4305292682834417E8,-769.5284856115841,22969.5922121166,43128.70666276937,-1.8895284130210122E8,-1244.5749227504482,-4885.741646214419,286788.31274332246,
147,-24928.69042603131,255.78400149118488,-3889.2134704927334,38551.69632128211,7.11565816554306E7,-5556.6760186352885,12176.348466945237,240869.82247527305,
148,2.287606553946062E7,-114220.79790864108,61998.36470666945,127025.34076508766,2.9605859849704605E8,-10193.961742292011,44122.31809351874,-93618.55849758707,
149,1.7732898791085467E7,-29420.939116841786,-35870.91980397573,4872231.491358547,-3.844615311480305E8,249959.5180735091,-15932.36506078604,6328942.2680382505,
150,423452.58652929525,-6877.394261787576,-13337.450556873151,-54356.92381774249,1715516.7815664094,1792.7639833960152,-168698.5535802469,35750.260101771964,
151,-2.0136386567044623E9,8027674.734636572,-5215731.866973136,3.1880788318689194E7,-3.3439356521427363E8,-6.042676762075788E8,3783694.206432244,9621970.775701664,
152,6.221609820751991E7,-9984466.552699182,50177.33517737759,1842225.8577655111,-9.607081367471826E7,9700931.27653828,-5463.812735887734,-1719196.795579863,
153,3.1344207429844163E7,19769.409009857918,44275.769886662,-124054.50626870089,5.852585687858496E8,-13785.617928618667,6092.689965986622,-332239.8032819631,
154,-1813771.129197389,-1.1589590239799865E7,100562.78727070766,2.066544274627798E7,-652271.398134342,5477.965382791038,3537.126928284383,583759.2518792865,
155,1.391754964392495E8,-1.7513180058211748E7,25184.759428791807,1334531.3270827418,1.0152412325117308E8,2.089046352220484E7,-25922.544896621745,1175200.4163643555,
156,1.391754964392495E8,-1.7513180058211748E7,25184.759428791807,1334531.3270827418,1.0152412325117308E8,2.089046352220484E7,-25922.544896621745,1175200.4163643555,
157,-1.20329049905534E7,373.67316547356813,-346.61377362781843,-305656.7417003761,-4.0103407250180095E7,3054215.4060329283,-25068.500603523553,736706.0096225617,
158,8.17014207451706E7,936.3902403557271,40167.087458402864,-165046.23839330842,2.4801371250412855E8,-1999153.362622079,21179.726025552907,-166041.26260832784,
159,-122273.25801924609,-32.962069614916516,-3189.7770688379146,-44454.10750367434,2586371.7137142248,-2704.9102520883444,11656.95968195281,94358.00062149025,
160,-2.8015130190189614E9,957920.4480786275,592.4389785223664,-231932.53809247867,1.9876891288499802E8,2012.8751401723878,1671.6423776594015,-307671.64319299476,
161,-1.4674677658765778E8,-4286071.459444921,421476.44091836154,-1927169.4843796142,-2.831589948628337E9,433794.49003472034,-63688.99179058117,1957271.4854697138,
162,7.246918923565301E8,4488.578698949012,-830805.5587970855,1212905.7050338965,3.382488484888218E8,1.6327367672948965E8,-1894303.440541147,898184.369161211,
163,-1.545618221995722E8,1877.1663151761697,303365.9154619945,-775093.4888528413,4.12217518696551E8,25607.554355740067,-67148.53691875373,589238.5680476978,
164,2450.871275036817,-31796.455105171623,132537.7387438186,-11271.429615761552,-265691.83267903817,3253.4481187399747,4358971.59480184,124727.63064213913,
165,-1.9904407195563197E7,-27692.5857578452,11661.863832657857,4162.910034263254,-1.041632105289049E7,723.3367171491484,362.35799025850395,-15558.56411338054,
166,-1.4802093336655877E9,3.6053523793489546E7,57194.17590800627,-113998.4537478488,-3.679305250817975E8,1.0656413568069614E7,35221.863443957256,4.505908814013348E7,
167,-1.0921445923441373E7,-78122.96275804684,-3613.361346467906,4409.47785524569,1.540952381704915E8,-1125.7511206654142,4636.123012897158,18046.254389830337,
168,-1.0921445923441373E7,-78122.96275804684,-3613.361346467906,4409.47785524569,1.540952381704915E8,-1125.7511206654142,4636.123012897158,18046.254389830337,
169,7.985071564964361E7,602175.0417654398,175711.11999588337,-1.0474021057693733E7,8.920026429169366E8,377221.4412538879,190496.98260964494,2508216.9748955024,
170,-1198.042473411172,301.5973449988081,3997.557111221342,-29214.21442943929,318402.5393856962,-3963.3142164682176,6541.414658517728,-21130.24333223163,
171,-469376.50418978994,11151.968266646509,-9780.203251000396,-103800.81188497173,-740966.0792225761,-416.65184085391087,4943.370384903397,21320.071972540034,
172,2.9238660418320004E7,-2.120630498532836E7,346571.63802522386,5913523.740337133,-8.200950088899165E8,-3.164826171124417E8,-7307.96177690175,-1.0729116684254639E7,
173,8.28490776558485E8,-137.6785708287822,9253.808685535621,272740.7143782774,-2.8143785420435333E8,-173270.20538336775,-5768.11612940419,2288576.652844631,
174,-81695.45065380677,-8661.717695822686,-17723.312093383334,-21379.755601032655,38936.79024377297,-8405.273935127549,-1146.1972909031201,10469.275623375644,
175,4748034.651650164,256271.9054776964,-3978.517948098256,15598.29928717986,-1.2541263617095621E7,-4052.4999263380782,-2443.497359091562,-402505.56800389476,
176,-3.100629973516682E9,1.2521822353035346E7,-332983.46482934826,-575091.0294036728,-2.898780248067196E8,5.25465903373197E7,346539.24624508165,3.0118505802039966E7,
177,130708.24962030299,-11833.001342349588,-22992.487381868697,110864.83295342655,5082708.536551944,3502.035623726537,-18660.405014840242,-251736.27757160555,
178,211562.28218631557,-2552.6991269586542,-267408.6157465032,20659.35584567329,-1284757.1980237316,-2921.0025788395715,769855.7563867257,-103372.79447953179,
179,-1.2857758312175932E9,-1.2636798898126025E8,4106515.401862766,-7.070663154373254E7,1.9948261747867998E7,-6.980961838390072E7,2.8350514283682898E7,2.4481496533111382E8,
