volume,massa,edl1,edl2,edl3,edl4,edl5,edl6,edl7,edl8,hough1,hough2,hough3,hough4,hough5,hough6,hough7,hough8,spharm1,spharm2,spharm3,spharm4,spharm5,spharm6,spharm7,spharm8,target
0.08865979381443301,0.16323024054982818,0.0040506329113924044,0.0,0.14523336643495532,0.0,0.2046165884194053,0.0,0.5415720127214899,0.0,0.0035587188612099642,0.0,0.12654320987654322,0.0,0.1878453038674033,0.0,0.6418554476806904,0.0,0.6745809303532241,0.472681990882836,0.960089993435638,0.6156197810739935,0.5124038112069375,0.3205457220139567,0.22520154851836915,0.23883212320494224,0
0.12989690721649486,0.1907216494845361,0.2430379746835443,0.0,0.70506454816286,0.0,0.0,0.0,0.0,0.0,0.2277580071174377,0.0,0.6959876543209876,0.0,0.0,0.0,0.0,0.0,0.7308818062723623,0.4728900255464605,0.9600335660084336,0.6146165677560111,0.5114672919851034,0.3232598932182322,0.22498305147487416,0.2390639583128683,0
0.12577319587628866,0.24398625429553264,0.3615189873417722,0.0,0.4399205561072494,0.0,0.0242566510172144,0.0,0.14417688929274575,0.0,0.3879003558718861,0.0,0.4845679012345679,0.0,0.03038674033149171,0.0,0.16720604099244873,0.0,0.7323231535132791,1.0,0.9902070521482472,0.6205999257224242,0.5513379256393119,0.3086418460021613,0.22715232148763434,0.2375358293760864,0
0.15463917525773194,0.15807560137457044,0.0,0.0,0.12164846077457794,0.0,0.03169014084507042,0.0,0.4078449189762229,0.0,0.0,0.0,0.0972222222222222,0.0,0.02486187845303868,0.0,0.4368932038834951,0.0,0.7309999701348376,0.472816142562201,0.9600650240127768,0.6152843361446947,0.5506032397142586,0.323263556236876,0.22509830186945806,0.23905489699559346,0
0.07628865979381444,0.09965635738831616,0.04,0.0,0.5240814299900695,0.0,0.0,0.0,0.06436468271997578,0.0,0.03202846975088968,0.0,0.4953703703703704,0.0,0.0,0.0,0.061488673139158574,0.0,0.7253010160689752,0.4728198133608337,0.960033686805381,0.6153038279912245,0.5090814803107494,0.3232614624093089,0.22499111294856056,0.23901982203839606,0
0.08041237113402064,0.1512027491408935,0.05822784810126583,0.0,0.11618669314796425,0.04105839416058395,0.13067292644757433,0.13694267515923567,0.21929426018476456,0.06143856143856144,0.05693950177935943,0.0,0.13117283950617284,0.043478260869565216,0.14917127071823205,0.14285714285714285,0.3247033441208198,0.07,0.7307734016471308,0.472816210244349,0.9600185141189332,0.6153365018256616,0.5303156317235699,0.32326335384868343,0.2249921620776788,0.23904913266984096,0
0.2536082474226804,0.17869415807560138,0.018227848101265823,0.0,0.27929493545183715,0.0,0.04029733959311425,0.0,0.3696804482810844,0.0,0.014234875444839857,0.0,0.2716049382716049,0.0,0.03314917127071823,0.0,0.4368932038834951,0.0,0.7173978617266272,0.4728224320340794,0.9599918715299957,0.6153102714911906,0.5299593841506081,0.3232430639727611,0.2248735263891323,0.2391300061182828,0
0.16494845360824742,0.21134020618556695,0.09215189873417724,0.0,0.14275074478649455,0.0,0.28677621283255084,0.0,0.3204603967893382,0.0,0.07829181494661921,0.0,0.125,0.0,0.30386740331491713,0.0,0.3689320388349514,0.0,0.7146725184062673,0.4634727264939271,0.9600318772180084,0.6151820546268084,0.4645814678857507,0.3280980467934396,0.22491594642361665,0.2422694331753112,0
0.09690721649484538,0.16151202749140894,0.3681012658227847,0.0,0.15466732869910624,0.0,0.3161189358372457,0.0,0.13418143268211424,0.0,0.3772241992882561,0.0,0.15123456790123455,0.0,0.34806629834254144,0.0,0.14347357065803668,0.0,0.7177104524216544,0.4708741449839819,0.0,0.5289195670473903,0.5274101018211459,0.3232271261875943,0.2458834628968856,0.2289786624861629,0
0.07835051546391752,0.11340206185567013,0.0,0.0,0.009682224428997022,0.0,0.0,0.0,0.3742238376495533,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.3991370010787486,0.0,0.7416521097991857,0.4728313393781805,0.9600203525265674,0.6158416181111326,0.5121991624907855,0.3233788633168117,0.22483024795507928,0.2390168061800121,0
