id,edl1,edl2,edl3,edl4,edl5,edl6,edl7,edl8
363,0.0,0.0,0.0,0.0,231.69999999999996,0.0,437.09999999999997,5.2
364,0.9,0.0,13.700000000000001,0.0,255.60000000000002,0.0,344.7,0.0
365,13.0,0.0,333.2,25.5,3.6,0.0,269.3,25.6
366,56.5,0.0,260.2,0.0,7.300000000000001,0.0,142.6,0.0
367,9.1,0.0,158.1,0.0,1.8,0.0,107.80000000000001,0.0
368,19.1,0.0,124.9,0.0,86.89999999999999,0.0,303.79999999999995,0.0
369,71.4,0.0,292.4,0.0,1.2999999999999998,0.0,139.1,0.0
370,68.6,0.0,185.29999999999998,0.0,3.7,0.0,91.0,0.0
371,0.0,0.0,36.7,0.0,0.0,0.0,362.79999999999995,0.0
372,36.0,0.0,95.59999999999998,0.0,66.9,0.0,145.6,0.0
373,0.0,0.0,0.0,0.0,0.0,0.0,301.90000000000003,0.0
374,0.0,0.0,0.0,0.0,9.9,0.0,660.3,0.0
375,0.0,0.0,0.0,0.0,5.4,0.0,500.3,0.0
376,41.8,0.0,165.39999999999998,0.0,48.8,0.0,219.0,0.0
377,0.0,0.0,100.6,0.0,0.0,0.0,307.4,10.4
378,0.0,0.0,0.0,0.0,3.6,0.0,239.5,0.0
379,67.5,0.0,142.3,0.0,23.0,0.0,116.7,0.0
380,36.400000000000006,0.0,153.4,0.0,35.8,0.0,189.8,0.0
381,41.89999999999999,0.0,96.8,0.0,65.8,0.0,132.3,0.0
382,0.0,0.0,71.0,0.0,0.0,0.0,304.7,0.0
383,29.7,0.0,310.2,0.0,0.0,0.0,6.1,0.0
384,1.8,0.0,55.8,0.0,75.3,0.0,358.4,0.0
385,0.0,0.0,137.70000000000002,43.7,0.0,0.0,194.8,61.5
386,0.0,0.0,9.600000000000001,0.0,41.5,0.0,259.5,0.0
387,11.100000000000001,0.0,45.9,0.0,42.6,0.0,189.4,0.0
388,11.100000000000001,0.0,45.9,0.0,42.6,0.0,189.4,0.0
389,8.5,0.0,181.2,0.0,38.800000000000004,0.0,360.5,0.0
390,5.6000000000000005,0.0,89.80000000000001,0.0,97.3,0.0,435.3,0.0
391,0.0,0.0,62.6,0.0,0.0,0.0,478.4,0.0
392,0.0,0.0,132.4,0.0,0.9,0.0,493.4,10.1
393,0.0,0.0,132.4,0.0,0.9,0.0,493.4,10.1
394,0.0,0.0,169.0,0.0,0.0,0.0,245.0,0.0
395,0.0,0.0,0.0,0.0,130.0,0.0,227.7,0.0
396,2.4000000000000004,0.0,28.2,0.0,54.5,0.0,208.7,0.0
397,0.0,0.0,184.7,0.0,0.0,0.0,360.99999999999994,0.0
398,31.400000000000002,0.0,116.3,0.0,42.1,0.0,151.6,0.0
399,7.4,0.0,69.0,0.0,68.89999999999999,0.0,382.50000000000006,0.0
400,48.3,0.0,197.0,0.0,59.599999999999994,0.0,219.1,0.0
