id,edl1,edl2,edl3,edl4,edl5,edl6,edl7,edl8
272,60.9,0.0,97.5,0.0,42.9,0.0,90.1,0.0
273,60.2,0.0,172.10000000000002,0.0,29.099999999999998,0.0,113.5,0.0
274,0.0,0.0,99.9,0.0,8.1,0.0,333.1,0.0
275,6.9,0.0,11.0,0.0,118.39999999999999,21.0,179.99999999999997,16.2
276,3.0,0.0,125.0,0.0,6.7,0.0,205.7,0.0
277,3.0,0.0,125.0,0.0,6.7,0.0,205.7,0.0
278,0.0,0.0,0.0,0.0,57.5,0.0,221.49999999999997,0.0
279,6.8,0.0,84.9,0.0,33.0,0.0,183.1,0.0
280,35.599999999999994,0.0,204.29999999999998,0.0,45.6,0.0,271.1,0.0
281,36.0,0.0,258.0,0.0,0.0,0.0,1.0,0.0
282,23.9,0.0,209.9,0.0,0.0,0.0,13.9,0.0
283,28.1,0.0,58.9,0.0,67.2,0.0,137.0,0.0
284,0.0,0.0,324.5,5.1000000000000005,0.0,0.0,1.4,0.0
285,20.5,0.0,77.1,0.0,40.8,0.0,176.20000000000002,0.0
286,19.2,0.0,170.2,0.0,10.8,0.0,96.2,0.0
287,17.1,0.0,145.60000000000002,0.0,37.8,0.0,154.5,0.0
288,0.0,0.0,113.70000000000002,0.0,0.0,0.0,360.9,0.0
289,0.0,0.0,174.5,0.0,0.0,0.0,332.5,0.0
290,27.200000000000003,0.0,153.0,0.0,131.2,0.0,431.5,0.0
291,51.199999999999996,0.0,133.9,0.0,169.5,0.0,221.29999999999998,0.0
292,14.1,0.0,83.1,0.0,46.8,0.0,203.5,0.0
293,30.5,0.0,181.4,19.900000000000002,2.6,0.0,87.5,0.9
294,2.9,0.0,247.8,0.0,3.6,0.0,346.9,0.0
295,145.6,0.0,265.2,0.0,0.0,0.0,20.9,0.0
296,0.0,0.0,225.2,0.0,0.0,0.0,251.9,0.0
297,0.0,0.0,216.20000000000002,4.0,0.0,0.0,0.0,0.0
298,2.7,0.0,41.2,0.0,92.9,0.0,376.7,0.0
299,1.8,0.0,7.4,0.0,99.0,0.0,241.2,0.0
300,0.0,0.0,53.900000000000006,0.0,4.5,0.0,184.6,0.0
301,17.700000000000003,0.0,183.70000000000002,0.0,77.00000000000001,0.0,432.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,384.2,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,339.59999999999997,0.0
304,126.00000000000001,0.0,279.5,0.0,3.0999999999999996,0.0,82.99999999999999,0.0
305,15.8,0.0,94.8,0.0,12.8,0.0,143.1,0.0
306,21.5,0.0,268.20000000000005,0.0,16.4,0.0,172.6,0.0
307,29.6,0.0,202.5,0.0,153.6,0.0,476.4,0.0
308,0.0,0.0,75.8,0.0,0.0,0.0,190.1,0.0
309,0.0,0.0,75.8,0.0,0.0,0.0,190.1,0.0
310,111.4,0.0,167.5,0.0,49.3,0.0,57.1,0.0
311,27.0,0.0,335.90000000000003,0.0,0.0,0.0,167.3,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0
313,31.1,0.0,160.6,0.0,84.1,0.0,286.09999999999997,0.0
314,0.0,0.0,122.1,109.6,0.0,0.0,207.2,200.2
315,0.0,0.0,37.0,0.0,22.5,0.0,349.7,0.0
316,38.0,0.0,165.6,0.0,66.19999999999999,0.0,252.99999999999997,0.0
317,8.9,0.0,145.0,0.0,27.6,0.0,276.90000000000003,0.0
318,52.10000000000001,0.0,189.8,0.0,55.0,0.0,213.0,0.0
319,69.4,0.0,171.6,0.0,7.0,0.0,64.89999999999999,0.0
320,19.9,0.0,228.29999999999998,5.6000000000000005,20.200000000000003,0.0,219.0,7.7
321,24.799999999999997,0.0,136.5,0.0,41.0,0.0,199.29999999999998,0.0
322,24.799999999999997,0.0,136.5,0.0,41.0,0.0,199.29999999999998,0.0
323,16.3,0.0,86.19999999999999,0.0,111.10000000000001,0.0,328.6,0.0
324,191.49999999999997,0.0,110.4,0.0,131.9,0.0,54.300000000000004,0.0
325,0.0,0.0,0.0,0.0,61.8,0.0,221.7,0.0
326,0.0,0.0,46.60000000000001,0.0,0.0,0.0,249.10000000000002,0.0
327,12.2,0.0,107.6,0.0,92.19999999999999,0.0,368.5,0.0
328,2.7,0.0,19.4,0.0,172.4,0.0,393.3,0.0
329,0.0,0.0,12.3,0.0,0.0,0.0,528.1,0.0
330,25.0,0.0,261.20000000000005,0.0,10.1,0.0,164.4,0.0
331,84.0,0.0,122.10000000000001,0.0,100.5,0.0,134.20000000000002,0.0
332,0.0,0.0,44.800000000000004,0.0,100.5,0.0,489.0,7.1
333,0.0,0.0,76.2,0.0,0.0,0.0,398.79999999999995,0.0
334,0.0,0.0,204.4,0.0,0.0,0.0,146.7,0.0
335,21.900000000000002,0.0,247.3,1.6,44.3,0.0,322.8,7.500000000000001
336,35.8,0.0,130.79999999999998,0.0,52.9,0.0,248.2,0.0
337,0.0,0.0,185.7,0.0,0.0,0.0,333.8,0.0
338,0.0,0.0,185.7,0.0,0.0,0.0,333.8,0.0
339,27.0,0.0,94.30000000000001,0.0,100.9,0.0,323.09999999999997,0.0
340,0.0,0.0,62.400000000000006,0.0,3.2,0.0,286.59999999999997,0.0
341,30.0,0.0,114.5,0.0,45.5,0.0,193.39999999999998,0.0
342,1.8,0.0,59.9,0.0,51.5,0.0,357.6,0.0
343,197.5,0.0,301.1,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,88.1,0.0,399.79999999999995,0.0
345,0.0,0.0,121.99999999999999,0.0,0.0,0.0,234.60000000000002,0.0
346,0.0,0.0,121.99999999999999,0.0,0.0,0.0,218.7,0.0
347,0.0,0.0,89.4,0.0,0.0,0.0,132.4,0.0
348,57.0,0.0,273.00000000000006,0.0,41.800000000000004,0.0,256.6,0.0
349,26.9,0.0,224.20000000000002,0.0,18.9,0.0,189.9,0.0
350,0.0,0.0,1.4,0.0,0.0,0.0,229.29999999999998,0.0
351,9.600000000000001,0.0,94.0,0.0,133.9,0.9,477.9,43.5
352,25.4,0.0,258.3,0.0,6.9,0.0,189.9,0.0
353,8.5,0.0,26.2,0.0,95.39999999999999,0.0,246.6,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0
355,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0
356,0.0,0.0,0.0,0.0,31.4,0.0,316.79999999999995,0.0
357,3.6,0.0,324.5,0.0,0.0,0.0,113.3,0.0
358,3.6,0.0,324.5,0.0,0.0,0.0,113.3,0.0
359,46.0,0.0,109.60000000000001,0.0,138.5,0.0,275.4,0.0
360,36.7,0.0,212.0,0.0,12.3,0.0,143.99999999999997,0.0
361,17.3,0.0,126.69999999999999,2.7,84.7,1.8,241.0,29.300000000000004
362,0.0,0.0,16.0,0.0,58.3,0.0,303.0,0.0
